ENSG00000000003	TSPAN6
ENSG00000237413	AC096531.2
ENSG00000237415	NRBF2P3
ENSG00000237424	FOXD2-AS1
ENSG00000237429	BX293535.1
ENSG00000237436	CAMTA1-DT
ENSG00000237440	ZNF737
ENSG00000237441	RGL2
ENSG00000237461	AL359710.1
ENSG00000237476	LINC01637
ENSG00000237489	C10orf143
ENSG00000237491	AL669831.5
ENSG00000237499	AL357060.1
ENSG00000237505	PKN2-AS1
ENSG00000237506	RPSAP15
ENSG00000237512	UNC5B-AS1
ENSG00000237522	NONOP2
ENSG00000237523	LINC00857
ENSG00000237541	HLA-DQA2
ENSG00000237550	RPL9P9
ENSG00000237575	PYY2
ENSG00000237588	AL590666.3
ENSG00000237605	AL591846.2
ENSG00000237638	LINC02245
ENSG00000237640	AC004522.2
ENSG00000237643	AL365226.2
ENSG00000237646	HLCS-IT1
ENSG00000237649	KIFC1
ENSG00000237654	AP003025.2
ENSG00000237669	HCG4P3
ENSG00000237676	RPL30P4
ENSG00000237686	AL109615.3
ENSG00000237693	IRGM
ENSG00000237732	AC010980.1
ENSG00000237742	AL365259.1
ENSG00000237749	AL034379.1
ENSG00000237753	AC079922.2
ENSG00000237758	BANF1P3
ENSG00000237765	FAM200B
ENSG00000237773	AC073332.1
ENSG00000237781	AL356356.1
ENSG00000237788	AL162615.1
ENSG00000237797	AL161935.3
ENSG00000237813	AC002066.1
ENSG00000237818	RPS3AP29
ENSG00000237819	AC002454.1
ENSG00000237827	RPS15AP29
ENSG00000237840	FAM21FP
ENSG00000237842	AL157713.1
ENSG00000237848	AL606489.2
ENSG00000237852	AC119800.1
ENSG00000237854	LINC00674
ENSG00000237877	LINC01473
ENSG00000237883	DGUOK-AS1
ENSG00000237886	NALT1
ENSG00000237892	KLF7-IT1
ENSG00000237899	AL031289.1
ENSG00000237923	LINC02570
ENSG00000237931	CLIC4P3
ENSG00000237940	LINC01238
ENSG00000237943	PRKCQ-AS1
ENSG00000237945	LINC00649
ENSG00000237950	AL357079.1
ENSG00000237953	AC013267.1
ENSG00000237973	MTCO1P12
ENSG00000237974	AC000111.2
ENSG00000237976	AL391069.3
ENSG00000237978	KCNMB2-AS1
ENSG00000237980	AL590648.3
ENSG00000237988	OR2I1P
ENSG00000237991	RPL35P1
ENSG00000237992	LINC01808
ENSG00000238000	AC116347.1
ENSG00000238005	AL391832.2
ENSG00000238021	ARMC4P1
ENSG00000238035	AC138035.1
ENSG00000238039	AC244197.2
ENSG00000238043	AC024559.1
ENSG00000238045	AC009133.1
ENSG00000238055	Z98742.3
ENSG00000238058	AL355574.1
ENSG00000238062	SPATA3-AS1
ENSG00000238072	AC009244.1
ENSG00000238082	AC009948.2
ENSG00000238083	LRRC37A2
ENSG00000238098	ABCA17P
ENSG00000238103	RPL9P7
ENSG00000238105	GOLGA2P5
ENSG00000238111	AC066692.1
ENSG00000238113	LINC01410
ENSG00000238120	LINC01589
ENSG00000238123	MID1IP1-AS1
ENSG00000238133	MAP3K20-AS1
ENSG00000238137	ARPC3P2
ENSG00000238141	BRWD1-AS1
ENSG00000238142	BX284668.5
ENSG00000238160	AC116366.2
ENSG00000238164	TNFRSF14-AS1
ENSG00000238165	AC007560.1
ENSG00000238178	AC078993.1
ENSG00000238184	CD81-AS1
ENSG00000238197	PAXBP1-AS1
ENSG00000238198	AL357055.3
ENSG00000238227	TMEM250
ENSG00000238228	OR7E7P
ENSG00000238245	MYO5BP2
ENSG00000238251	AL133477.1
ENSG00000238258	AL121748.2
ENSG00000238259	AC067940.1
ENSG00000238260	AL513320.1
ENSG00000238279	BX470102.1
ENSG00000238287	AL603839.3
ENSG00000238290	AL034417.2
ENSG00000238317	SNORD11
ENSG00000238390	RF01241_3
ENSG00000238444	RNU6-893P
ENSG00000238468	RNU7-14P
ENSG00000238523	RNU7-107P
ENSG00000238578	SNORD4A
ENSG00000238713	RF00019_212
ENSG00000238741	SCARNA7
ENSG00000238755	LINC02006
ENSG00000238812	RNU7-127P
ENSG00000238825	RNU1-13P
ENSG00000238886	SNORD121A
ENSG00000238966	RF01169_2
ENSG00000239005	RF01225_2
ENSG00000239039	SNORD13
ENSG00000239040	RF00019_192
ENSG00000239082	RNU7-170P
ENSG00000239149	SNORA59A
ENSG00000239151	RNU7-195P
ENSG00000239202	RN7SL499P
ENSG00000239205	LINC02023
ENSG00000239213	NCK1-AS1
ENSG00000239218	RPS20P22
ENSG00000239246	AC008026.1
ENSG00000239247	RN7SL589P
ENSG00000239264	TXNDC5
ENSG00000239272	RPL21P10
ENSG00000239280	AC108693.1
ENSG00000239282	CASTOR1
ENSG00000239291	AC002558.1
ENSG00000239305	RNF103
ENSG00000239306	RBM14
ENSG00000239332	LINC01119
ENSG00000239345	HNRNPA1P26
ENSG00000239374	AC090013.1
ENSG00000239382	ALKBH6
ENSG00000239390	RN7SL87P
ENSG00000239396	RN7SL414P
ENSG00000239407	Z68871.1
ENSG00000239408	AC108751.1
ENSG00000239415	AP001469.3
ENSG00000239419	RN7SL535P
ENSG00000239445	ST3GAL6-AS1
ENSG00000239455	AC074043.1
ENSG00000239467	AC007405.3
ENSG00000239470	AC011979.1
ENSG00000239474	KLHL41
ENSG00000239482	AC112487.1
ENSG00000239490	RPS4XP18
ENSG00000239521	CASTOR3
ENSG00000239523	MYLK-AS1
ENSG00000239524	RPL32P34
ENSG00000239528	RPS14P8
ENSG00000239553	RN7SL12P
ENSG00000239557	AC092045.1
ENSG00000239559	RPL37P2
ENSG00000239569	KMT2E-AS1
ENSG00000239571	IGKV2D-30
ENSG00000239593	AL513122.2
ENSG00000239614	HMGN1P7
ENSG00000239627	RPL12P20
ENSG00000239636	AC004865.2
ENSG00000239653	PSMD6-AS2
ENSG00000239665	AL157392.3
ENSG00000239672	NME1
ENSG00000239697	TNFSF12
ENSG00000239701	AC006512.1
ENSG00000239704	CDRT4
ENSG00000239705	AL354710.2
ENSG00000239713	APOBEC3G
ENSG00000239726	RN7SL688P
ENSG00000239763	AC009120.1
ENSG00000239779	WBP1
ENSG00000239789	MRPS17
ENSG00000239794	RN7SL653P
ENSG00000239797	RPL21P39
ENSG00000239827	SUGT1P3
ENSG00000239828	AC063944.1
ENSG00000239857	GET4
ENSG00000239881	RPS27P25
ENSG00000239883	PARGP1
ENSG00000239884	RN7SL608P
ENSG00000239887	C1orf226
ENSG00000239900	ADSL
ENSG00000239911	PRKAG2-AS1
ENSG00000239912	RPL39P36
ENSG00000239920	AC104389.4
ENSG00000239948	RN7SL368P
ENSG00000239951	IGKV3-20
ENSG00000239969	AC091390.4
ENSG00000240005	AC106047.1
ENSG00000240006	LINC02004
ENSG00000240021	TEX35
ENSG00000240024	LINC00888
ENSG00000240032	LNCSRLR
ENSG00000240038	AMY2B
ENSG00000240045	DWORF
ENSG00000240065	PSMB9
ENSG00000240087	RPSAP12
ENSG00000240098	RN7SL351P
ENSG00000240132	ETF1P2
ENSG00000240137	ERICH6-AS1
ENSG00000240167	RPS7P7
ENSG00000240194	CYMP
ENSG00000240202	RN7SL223P
ENSG00000240204	SMKR1
ENSG00000240207	AC080013.1
ENSG00000240211	AC092849.1
ENSG00000240216	CPHL1P
ENSG00000240219	AL512306.2
ENSG00000240224	UGT1A5
ENSG00000240225	ZNF542P
ENSG00000240230	COX19
ENSG00000240238	AC092754.1
ENSG00000240240	BX664727.3
ENSG00000240288	GHRLOS
ENSG00000240291	AL450384.2
ENSG00000240303	ACAD11
ENSG00000240322	RN7SL481P
ENSG00000240328	AC091805.1
ENSG00000240342	RPS2P5
ENSG00000240344	PPIL3
ENSG00000240356	RPL23AP7
ENSG00000240370	RPL13P5
ENSG00000240371	RPS4XP13
ENSG00000240375	VPS26AP1
ENSG00000240376	AC010343.1
ENSG00000240382	IGKV1-17
ENSG00000240392	RPL9P3
ENSG00000240395	RPL5P23
ENSG00000240399	AC004801.2
ENSG00000240401	AC012358.3
ENSG00000240405	SAMMSON
ENSG00000240409	MTATP8P1
ENSG00000240429	LRRFIP1P1
ENSG00000240449	AC005586.1
ENSG00000240457	RN7SL472P
ENSG00000240463	RPS19P3
ENSG00000240470	RN7SL346P
ENSG00000240471	PHBP8
ENSG00000240489	SETP14
ENSG00000240497	AC092919.1
ENSG00000240499	AC004594.1
ENSG00000240505	TNFRSF13B
ENSG00000240509	RPL34P18
ENSG00000240531	RPL21P123
ENSG00000240541	TM4SF1-AS1
ENSG00000240553	AL031428.1
ENSG00000240583	AQP1
ENSG00000240602	AADACP1
ENSG00000240616	RPS6P25
ENSG00000240625	RN7SL403P
ENSG00000240652	AP001024.1
ENSG00000240654	C1QTNF9
ENSG00000240668	KRT8P36
ENSG00000240671	IGKV1-8
ENSG00000240682	ISY1
ENSG00000240694	PNMA2
ENSG00000240695	AC117382.1
ENSG00000240710	AL512306.3
ENSG00000240723	RN7SL382P
ENSG00000240729	AC146507.2
ENSG00000240731	AL139287.1
ENSG00000240750	RN7SL559P
ENSG00000240759	RPS27P21
ENSG00000240771	ARHGEF25
ENSG00000240790	AC073934.1
ENSG00000240808	AC126389.1
ENSG00000240823	RN7SL23P
ENSG00000240828	RPL21P4
ENSG00000240849	TMEM189
ENSG00000240857	RDH14
ENSG00000240859	AC093627.4
ENSG00000240864	IGKV1-16
ENSG00000240875	LINC00886
ENSG00000240877	RN7SL521P
ENSG00000240889	NDUFB2-AS1
ENSG00000240891	PLCXD2
ENSG00000240919	AC022034.3
ENSG00000240966	RN7SL681P
ENSG00000240970	RPL23AP64
ENSG00000240972	MIF
ENSG00000240990	HOXA11-AS
ENSG00000240996	AL157400.4
ENSG00000241003	AC108860.1
ENSG00000241014	AC114490.1
ENSG00000241015	TPM3P9
ENSG00000241045	RPL7P43
ENSG00000241058	NSUN6
ENSG00000241061	RPL5P1
ENSG00000241081	RPL22P2
ENSG00000241106	HLA-DOB
ENSG00000241112	RPL29P14
ENSG00000241114	AC008280.2
ENSG00000241120	HMGN1P8
ENSG00000241127	YAE1D1
ENSG00000241135	LINC00881
ENSG00000241146	RPL7P41
ENSG00000241157	AC104763.1
ENSG00000241163	LINC00877
ENSG00000241170	AP001992.1
ENSG00000241186	TDGF1
ENSG00000241217	RN7SL809P
ENSG00000241224	C3orf85
ENSG00000241230	RN7SL801P
ENSG00000241233	KRTAP5-8
ENSG00000241244	IGKV1D-16
ENSG00000241255	AL136126.1
ENSG00000241258	CRCP
ENSG00000241269	AC093620.1
ENSG00000241278	ENPP7P4
ENSG00000241282	RPL34P33
ENSG00000241288	AC092902.2
ENSG00000241294	IGKV2-24
ENSG00000241316	SUCLG2-AS1
ENSG00000241318	WDR82P2
ENSG00000241322	CDRT1
ENSG00000241343	RPL36A
ENSG00000241351	IGKV3-11
ENSG00000241352	AC007688.1
ENSG00000241354	AL049874.1
ENSG00000241357	AC092849.2
ENSG00000241359	SYNPR-AS1
ENSG00000241360	PDXP
ENSG00000241361	SLC25A24P1
ENSG00000241370	RPP21
ENSG00000241388	HNF1A-AS1
ENSG00000241395	RN7SL344P
ENSG00000241399	CD302
ENSG00000241404	EGFL8
ENSG00000241411	AC104619.1
ENSG00000241418	MCRIP2P1
ENSG00000241420	RN7SL505P
ENSG00000241429	EEF1A1P25
ENSG00000241431	RPL37P6
ENSG00000241458	RPL7P19
ENSG00000241462	AC100832.1
ENSG00000241468	ATP5MF
ENSG00000241478	HSPA8P9
ENSG00000241484	ARHGAP8
ENSG00000241490	AC093010.2
ENSG00000241494	AL355032.1
ENSG00000241506	PSMC1P1
ENSG00000241511	RPS15AP24
ENSG00000241544	LINC02029
ENSG00000241547	ACTG1P20
ENSG00000241549	GUSBP2
ENSG00000241553	ARPC4
ENSG00000241563	CORT
ENSG00000241612	AC114728.1
ENSG00000241634	AC069499.1
ENSG00000241635	UGT1A1
ENSG00000241641	RPS23P6
ENSG00000241644	INMT
ENSG00000241671	AC117394.1
ENSG00000241680	RPL31P49
ENSG00000241685	ARPC1A
ENSG00000241709	RN7SL265P
ENSG00000241720	AL158847.1
ENSG00000241735	FABP5P3
ENSG00000241741	RPL7AP30
ENSG00000241755	IGKV1-9
ENSG00000241764	AC002467.1
ENSG00000241767	LINC01324
ENSG00000241769	LINC00893
ENSG00000241772	AC092620.2
ENSG00000241782	AP002812.1
ENSG00000241837	ATP5PO
ENSG00000241839	PLEKHO2
ENSG00000241852	C8orf58
ENSG00000241860	AL627309.5
ENSG00000241866	RN7SL401P
ENSG00000241878	PISD
ENSG00000241929	AC108751.3
ENSG00000241933	DENND6A-DT
ENSG00000241939	RN7SL517P
ENSG00000241945	PWP2
ENSG00000241963	RN7SL655P
ENSG00000241973	PI4KA
ENSG00000241975	ELOCP19
ENSG00000241983	RN7SL566P
ENSG00000241990	PRR34-AS1
ENSG00000242028	HYPK
ENSG00000242071	RPL7AP6
ENSG00000242085	RPS20P33
ENSG00000242086	MUC20-OT1
ENSG00000242094	FOXP1-IT1
ENSG00000242110	AMACR
ENSG00000242114	MTFP1
ENSG00000242125	SNHG3
ENSG00000242134	RPL5P13
ENSG00000242170	RN7SL329P
ENSG00000242173	ARHGDIG
ENSG00000242182	RN7SL745P
ENSG00000242193	CRYZL2P
ENSG00000242220	TCP10L
ENSG00000242229	RPS3AP14
ENSG00000242241	RN7SL306P
ENSG00000242242	NECTIN3-AS1
ENSG00000242247	ARFGAP3
ENSG00000242258	LINC00996
ENSG00000242259	C22orf39
ENSG00000242265	PEG10
ENSG00000242282	AC108488.1
ENSG00000242294	STAG3L5P
ENSG00000242299	AC073861.1
ENSG00000242308	AC048334.1
ENSG00000242318	AC058823.1
ENSG00000242337	TFP1
ENSG00000242338	BMS1P4_2
ENSG00000242349	NPPA-AS1
ENSG00000242366	UGT1A8
ENSG00000242372	EIF6
ENSG00000242390	RPL6P9
ENSG00000242396	AC096536.3
ENSG00000242444	AC007207.1
ENSG00000242474	AC093627.5
ENSG00000242485	MRPL20
ENSG00000242493	RN7SL37P
ENSG00000242498	ARPIN
ENSG00000242515	UGT1A10
ENSG00000242522	KLHL6-AS1
ENSG00000242539	AC007620.2
ENSG00000242553	AP001432.1
ENSG00000242559	RN7SL144P
ENSG00000242574	HLA-DMB
ENSG00000242578	AC073288.2
ENSG00000242583	AC008040.2
ENSG00000242588	AC108010.1
ENSG00000242612	DECR2
ENSG00000242616	GNG10
ENSG00000242622	AC092910.3
ENSG00000242683	RPL12P21
ENSG00000242689	CNTF
ENSG00000242697	RPL5P12
ENSG00000242707	RN7SL362P
ENSG00000242732	RTL5
ENSG00000242766	IGKV1D-17
ENSG00000242791	AC117395.1
ENSG00000242797	GLYCTK-AS1
ENSG00000242798	AC073842.2
ENSG00000242802	AP5Z1
ENSG00000242808	SOX2-OT
ENSG00000242852	ZNF709
ENSG00000242860	RN7SL180P
ENSG00000242861	AL591895.1
ENSG00000242876	RN7SL812P
ENSG00000242899	RPL7P16
ENSG00000242908	AADACL2-AS1
ENSG00000242951	AC007182.2
ENSG00000242970	AC068522.1
ENSG00000242971	RN7SL233P
ENSG00000242999	RN7SL239P
ENSG00000243004	AC005062.1
ENSG00000243014	PTMAP8
ENSG00000243056	EIF4EBP3
ENSG00000243064	ABCC13
ENSG00000243081	AC092894.1
ENSG00000243094	AC079203.1
ENSG00000243101	RPS3P7
ENSG00000243147	MRPL33
ENSG00000243156	MICAL3
ENSG00000243175	RPSAP36
ENSG00000243176	AC092944.1
ENSG00000243181	AC087343.1
ENSG00000243199	AC115223.1
ENSG00000243224	AC006252.1
ENSG00000243238	IGKV2-30
ENSG00000243244	STON1
ENSG00000243256	RPL30P14
ENSG00000243260	RN7SL558P
ENSG00000243279	PRAF2
ENSG00000243280	AC093663.2
ENSG00000243284	VSIG8
ENSG00000243297	RPL31P61
ENSG00000243302	AC018638.4
ENSG00000243304	AC008494.1
ENSG00000243314	AC106707.2
ENSG00000243316	GUCY2GP
ENSG00000243317	STMP1
ENSG00000243323	PTPRVP
ENSG00000243333	RN7SL174P
ENSG00000243335	KCTD7
ENSG00000243364	EFNA4
ENSG00000243370	RN7SL775P
ENSG00000243398	RN7SL141P
ENSG00000243406	MRPS31P5
ENSG00000243410	PSMD6-AS1
ENSG00000243417	AC023424.2
ENSG00000243431	RPL5P30
ENSG00000243444	PALM2
ENSG00000243445	AC106820.1
ENSG00000243446	RN7SL284P
ENSG00000243449	C4orf48
ENSG00000243466	IGKV1-5
ENSG00000243468	INGX
ENSG00000243477	NAT6
ENSG00000243478	AOX2P
ENSG00000243479	MNX1-AS1
ENSG00000243504	RPS23P1
ENSG00000243508	AC108688.1
ENSG00000243514	RPL32P33
ENSG00000243517	AC024940.3
ENSG00000243518	AC108729.2
ENSG00000243538	RPS26P28
ENSG00000243554	AC004967.1
ENSG00000243609	RPS2P44
ENSG00000243629	LINC00880
ENSG00000243646	IL10RB
ENSG00000243649	CFB
ENSG00000243650	RN7SL834P
ENSG00000243659	FO393419.3
ENSG00000243660	ZNF487
ENSG00000243667	WDR92
ENSG00000243672	RPS3AP40
ENSG00000243679	AC018638.5
ENSG00000243680	RPL37P23
ENSG00000243701	DUBR
ENSG00000243709	LEFTY1
ENSG00000243710	CFAP57
ENSG00000243711	RPL21P116
ENSG00000243716	NPIPB5
ENSG00000243725	TTC4
ENSG00000243753	HLA-L
ENSG00000243759	ST13P15
ENSG00000243762	AC006547.2
ENSG00000243766	HOTTIP
ENSG00000243770	RN7SL65P
ENSG00000243775	OSTCP1
ENSG00000243802	AC090589.1
ENSG00000243811	APOBEC3D
ENSG00000243819	RN7SL832P
ENSG00000243829	AC011495.1
ENSG00000243832	LINC02000
ENSG00000243836	WDR86-AS1
ENSG00000243845	RN7SL30P
ENSG00000243885	AC108751.4
ENSG00000243896	OR2A7
ENSG00000243911	RN7SL430P
ENSG00000243926	TIPARP-AS1
ENSG00000243927	MRPS6
ENSG00000243943	ZNF512
ENSG00000243951	RN7SL308P
ENSG00000243954	RN7SL743P
ENSG00000243955	GSTA1
ENSG00000243959	RN7SL684P
ENSG00000243960	AL390195.1
ENSG00000243961	PARAL1
ENSG00000243964	RPL23AP65
ENSG00000243970	PPIEL
ENSG00000243989	ACY1
ENSG00000244003	RN7SL143P
ENSG00000244004	AC097493.2
ENSG00000244005	NFS1
ENSG00000244019	RPS2P24
ENSG00000244021	AC093591.1
ENSG00000244026	FAM86DP
ENSG00000244036	AC073320.1
ENSG00000244038	DDOST
ENSG00000244040	IL12A-AS1
ENSG00000244041	LINC01011
ENSG00000244045	TMEM199
ENSG00000244055	AC007566.1
ENSG00000244067	GSTA2
ENSG00000244073	RPS4XP6
ENSG00000244086	RPS20P35
ENSG00000244119	PDCL3P4
ENSG00000244124	ATP1B3-AS1
ENSG00000244165	P2RY11
ENSG00000244167	AC005532.2
ENSG00000244184	AC091153.3
ENSG00000244187	TMEM141
ENSG00000244192	AC113367.1
ENSG00000244198	AC004889.1
ENSG00000244219	TMEM225B
ENSG00000244232	RN7SL698P
ENSG00000244245	AC133134.1
ENSG00000244256	RN7SL130P
ENSG00000244268	AC117394.2
ENSG00000244274	DBNDD2
ENSG00000244280	ECEL1P2
ENSG00000244300	GATA2-AS1
ENSG00000244313	AC024293.1
ENSG00000244327	AC109992.2
ENSG00000244332	AL138759.1
ENSG00000244346	AC092953.1
ENSG00000244363	RPL7P23
ENSG00000244380	AC134772.1
ENSG00000244383	FAM3D-AS1
ENSG00000244389	RN7SL242P
ENSG00000244398	AC116533.1
ENSG00000244405	ETV5
ENSG00000244437	IGKV3-15
ENSG00000244459	AC147067.1
ENSG00000244462	RBM12
ENSG00000244480	AC005154.3
ENSG00000244486	SCARF2
ENSG00000244503	AC108751.5
ENSG00000244509	APOBEC3C
ENSG00000244513	AC109587.1
ENSG00000244560	AC004890.2
ENSG00000244575	IGKV1-27
ENSG00000244582	RPL21P120
ENSG00000244588	RAD21L1
ENSG00000244617	ASPRV1
ENSG00000244619	AC243547.1
ENSG00000244625	MIATNB
ENSG00000244627	Z98749.2
ENSG00000244632	RN7SL863P
ENSG00000244641	RPS26P43
ENSG00000244649	LINC02086
ENSG00000244668	SNRPCP3
ENSG00000244671	RN7SL280P
ENSG00000244687	UBE2V1
ENSG00000244692	RN7SL724P
ENSG00000244693	CTAGE8
ENSG00000244701	AC004918.1
ENSG00000244716	BX679664.3
ENSG00000244720	AC055748.1
ENSG00000244734	HBB
ENSG00000244738	AC026316.3
ENSG00000244754	N4BP2L2
ENSG00000244879	GABPB1-AS1
ENSG00000244945	AC136604.2
ENSG00000244953	AC087521.1
ENSG00000244968	LIFR-AS1
ENSG00000245017	LINC02453
ENSG00000245059	AC092718.1
ENSG00000245060	LINC00847
ENSG00000245080	MIR3150BHG
ENSG00000245112	SMARCA5-AS1
ENSG00000245146	MALINC1
ENSG00000245149	RNF139-AS1
ENSG00000245156	AP001107.1
ENSG00000245213	AC105285.1
ENSG00000245248	USP2-AS1
ENSG00000245261	AL133375.1
ENSG00000245275	SAP30L-AS1
ENSG00000245281	AC124242.1
ENSG00000245293	AC096564.1
ENSG00000245317	AC008393.1
ENSG00000245322	AC097460.1
ENSG00000245330	AP005717.1
ENSG00000245468	LINC02447
ENSG00000245498	AP000866.1
ENSG00000245522	AC026250.1
ENSG00000245532	NEAT1
ENSG00000245534	RORA-AS1
ENSG00000245552	AP000787.1
ENSG00000245556	SCAMP1-AS1
ENSG00000245571	FAM111A-DT
ENSG00000245573	BDNF-AS
ENSG00000245614	DDX11-AS1
ENSG00000245648	AC022075.1
ENSG00000245680	ZNF585B
ENSG00000245685	FRG1-DT
ENSG00000245694	CRNDE
ENSG00000245750	DRAIC
ENSG00000245848	CEBPA
ENSG00000245849	RAD51-AS1
ENSG00000245888	AC106739.1
ENSG00000245904	AC025164.1
ENSG00000245910	SNHG6
ENSG00000245937	LINC01184
ENSG00000245954	LINC02273
ENSG00000245958	AC093752.1
ENSG00000245970	AP003352.1
ENSG00000245975	AC090515.2
ENSG00000246016	LINC01513
ENSG00000246067	RAB30-AS1
ENSG00000246082	NUDT16P1
ENSG00000246089	AC016065.1
ENSG00000246090	AP002026.1
ENSG00000246174	KCTD21-AS1
ENSG00000246203	AL353807.3
ENSG00000246214	AC022113.1
ENSG00000246223	LINC01550
ENSG00000246225	AC006299.1
ENSG00000246228	CASC8
ENSG00000246263	UBR5-AS1
ENSG00000246273	SBF2-AS1
ENSG00000246283	AC090510.1
ENSG00000246308	AC116535.1
ENSG00000246323	AC113382.1
ENSG00000246339	EXTL3-AS1
ENSG00000246366	LACTB2-AS1
ENSG00000246430	LINC00968
ENSG00000246451	AL049840.1
ENSG00000246465	AC138904.1
ENSG00000246523	AP001528.1
ENSG00000246526	LINC002481
ENSG00000246528	AC079089.1
ENSG00000246548	LINC02288
ENSG00000246560	AC018797.2
ENSG00000246582	AC100861.1
ENSG00000246596	AC139795.1
ENSG00000246627	CACNA1C-AS1
ENSG00000246640	AC009720.1
ENSG00000246662	LINC00535
ENSG00000246705	H2AFJ
ENSG00000246731	AC100786.1
ENSG00000246740	PLA2G4E-AS1
ENSG00000246763	RGMB-AS1
ENSG00000246777	AC044802.1
ENSG00000246790	AP000977.1
ENSG00000246851	AL157938.3
ENSG00000246859	STARD4-AS1
ENSG00000246863	AC012377.1
ENSG00000246877	DNM1P35
ENSG00000246889	AP000487.1
ENSG00000246898	LINC00920
ENSG00000246922	UBAP1L
ENSG00000246982	Z84485.1
ENSG00000246985	SOCS2-AS1
ENSG00000247011	AC005920.1
ENSG00000247033	AC099508.1
ENSG00000247077	PGAM5
ENSG00000247081	BAALC-AS1
ENSG00000247092	SNHG10
ENSG00000247095	MIR210HG
ENSG00000247121	AC009126.1
ENSG00000247130	AC138781.1
ENSG00000247131	AC025263.1
ENSG00000247134	AC090204.1
ENSG00000247137	AP000873.2
ENSG00000247157	LINC01252
ENSG00000247240	UBL7-AS1
ENSG00000247271	ZBED5-AS1
ENSG00000247287	AL359220.1
ENSG00000247315	ZCCHC3
ENSG00000247363	AC090061.1
ENSG00000247372	AC008897.2
ENSG00000247373	AC055713.1
ENSG00000247381	PLUT
ENSG00000247400	DNAJC3-AS1
ENSG00000247498	GPRC5D-AS1
ENSG00000247516	MIR4458HG
ENSG00000247556	OIP5-AS1
ENSG00000247572	CKMT2-AS1
ENSG00000247595	SPTY2D1OS
ENSG00000247596	TWF2
ENSG00000247624	CPEB2-AS1
ENSG00000247626	MARS2
ENSG00000247627	MTND4P12
ENSG00000247675	LRP4-AS1
ENSG00000247679	AC139795.2
ENSG00000247699	AC008609.1
ENSG00000247708	STX18-AS1
ENSG00000247728	AC091057.1
ENSG00000247735	AC120114.1
ENSG00000247746	USP51
ENSG00000247774	PCED1B-AS1
ENSG00000247796	AC008966.1
ENSG00000247809	NR2F2-AS1
ENSG00000247828	TMEM161B-AS1
ENSG00000247853	AC006064.2
ENSG00000247877	AC021086.1
ENSG00000247903	AC024896.1
ENSG00000247934	AC022364.1
ENSG00000247950	SEC24B-AS1
ENSG00000247970	AL160313.1
ENSG00000247982	LINC00926
ENSG00000248008	NRAV
ENSG00000248015	AC005329.1
ENSG00000248019	FAM13A-AS1
ENSG00000248027	AP001351.1
ENSG00000248049	UBA6-AS1
ENSG00000248079	DPH6-AS1
ENSG00000248092	NNT-AS1
ENSG00000248098	BCKDHA
ENSG00000248121	SMURF2P1
ENSG00000248124	RRN3P1
ENSG00000248144	ADH1C
ENSG00000248155	CR545473.1
ENSG00000248159	HSPA8P11
ENSG00000248161	AC098487.1
ENSG00000248202	LINC02234
ENSG00000248210	LINC02355
ENSG00000248211	TRPC7-AS1
ENSG00000248221	STX18-IT1
ENSG00000248243	LINC02014
ENSG00000248275	TRIM52-AS1
ENSG00000248278	SUMO2P17
ENSG00000248283	CCNL2P1
ENSG00000248300	LINC02360
ENSG00000248309	MEF2C-AS1
ENSG00000248323	LUCAT1
ENSG00000248333	CDK11B
ENSG00000248334	WHAMMP2
ENSG00000248359	AC010280.1
ENSG00000248367	AC008610.1
ENSG00000248375	AC104066.1
ENSG00000248400	ST13P12
ENSG00000248405	PRR5-ARHGAP8
ENSG00000248429	FAM198B-AS1
ENSG00000248441	LINC01197
ENSG00000248445	SEMA6A-AS1
ENSG00000248468	AC107027.1
ENSG00000248476	BACH1-IT1
ENSG00000248477	AC139495.1
ENSG00000248483	POU5F2
ENSG00000248485	PCP4L1
ENSG00000248487	ABHD14A
ENSG00000248489	LINC02062
ENSG00000248493	AC005351.1
ENSG00000248494	LNX1-AS2
ENSG00000248503	AL356235.1
ENSG00000248508	SRP14-AS1
ENSG00000248514	AC008443.4
ENSG00000248521	AC092612.1
ENSG00000248527	MTATP6P1
ENSG00000248540	AC010931.2
ENSG00000248544	AC008676.1
ENSG00000248559	AC109454.2
ENSG00000248593	DSTNP2
ENSG00000248596	AC139491.2
ENSG00000248599	AC018781.1
ENSG00000248626	GAPDHP40
ENSG00000248635	AC147055.1
ENSG00000248643	RBM14-RBM4
ENSG00000248663	LINC00992
ENSG00000248693	LINC02100
ENSG00000248712	CCDC153
ENSG00000248714	AC091180.2
ENSG00000248727	LINC01948
ENSG00000248734	AC008906.1
ENSG00000248746	ACTN3
ENSG00000248771	SMIM31
ENSG00000248773	AC108727.1
ENSG00000248774	AC097534.1
ENSG00000248780	ARL4AP2
ENSG00000248787	AC092903.2
ENSG00000248791	AC010627.1
ENSG00000248810	LINC02432
ENSG00000248816	AC079226.2
ENSG00000248858	AC104211.1
ENSG00000248863	AC097376.1
ENSG00000248866	USP46-AS1
ENSG00000248881	AC010245.1
ENSG00000248890	HHIP-AS1
ENSG00000248895	AC068531.1
ENSG00000248898	AC022126.1
ENSG00000248905	FMN1
ENSG00000248909	HMGB1P21
ENSG00000248923	MTND5P11
ENSG00000248930	AC020893.1
ENSG00000248932	AC097103.2
ENSG00000248936	AC027607.1
ENSG00000248954	AC027801.2
