ENSG00000000003	TSPAN6
ENSMUSG00000100036	Gm28671
ENSMUSG00000100048	Gm28603
ENSMUSG00000100068	Gm18558
ENSMUSG00000100075	1700018L02Rik
ENSMUSG00000100091	Gm28597
ENSMUSG00000100104	Gm5644
ENSMUSG00000100107	Gm28567
ENSMUSG00000100110	Gm28783
ENSMUSG00000100116	Gm20861
ENSMUSG00000100120	Gm553
ENSMUSG00000100121	1700025N23Rik
ENSMUSG00000100127	Gsdmcl-ps
ENSMUSG00000100133	Tgif2lx1
ENSMUSG00000100134	1700065O20Rik
ENSMUSG00000100147	1700047M11Rik
ENSMUSG00000100153	Gm5601
ENSMUSG00000100161	Gm28445
ENSMUSG00000100164	2610306M01Rik
ENSMUSG00000100169	Gm29087
ENSMUSG00000100171	Gm21201
ENSMUSG00000100175	1700025M24Rik
ENSMUSG00000100194	Tgif2lx2
ENSMUSG00000100196	Gm20827
ENSMUSG00000100198	1700030O20Rik
ENSMUSG00000100199	Gm20324
ENSMUSG00000100200	H2al1m
ENSMUSG00000100201	Gm29093
ENSMUSG00000100203	Gm21924
ENSMUSG00000100211	1700064M15Rik
ENSMUSG00000100213	Gm28151
ENSMUSG00000100215	Gm8292
ENSMUSG00000100217	9930111H07Rik
ENSMUSG00000100219	1700054K19Rik
ENSMUSG00000100221	4930532M18Rik
ENSMUSG00000100226	Gm20904
ENSMUSG00000100231	Gm29554
ENSMUSG00000100235	Gm28557
ENSMUSG00000100243	Gm28367
ENSMUSG00000100245	Gm21282
ENSMUSG00000100246	Gm20879
ENSMUSG00000100252	Mir124-2hg
ENSMUSG00000100253	1700020N18Rik
ENSMUSG00000100270	Gm21803
ENSMUSG00000100274	1700006F04Rik
ENSMUSG00000100275	Gm28915
ENSMUSG00000100277	1810053B23Rik
ENSMUSG00000100280	Gm28417
ENSMUSG00000100281	4930422M22Rik
ENSMUSG00000100282	1700041C23Rik
ENSMUSG00000100294	1700034K08Rik
ENSMUSG00000100297	1700044K03Rik
ENSMUSG00000100312	Gm29048
ENSMUSG00000100314	1700010J16Rik
ENSMUSG00000100315	1700031P21Rik
ENSMUSG00000100334	C230024C17Rik
ENSMUSG00000100336	Gm29601
ENSMUSG00000100347	Gm7895
ENSMUSG00000100355	Gm28107
ENSMUSG00000100357	Gm28181
ENSMUSG00000100364	1700121L16Rik
ENSMUSG00000100371	Gm29669
ENSMUSG00000100372	1700003I22Rik
ENSMUSG00000100396	Gm29367
ENSMUSG00000100403	Gm21838
ENSMUSG00000100421	Gm29044
ENSMUSG00000100430	1700095A13Rik
ENSMUSG00000100431	4930558N11Rik
ENSMUSG00000100438	Gm21825
ENSMUSG00000100444	C530043A13Rik
ENSMUSG00000100448	H2al1k
ENSMUSG00000100455	Gm29170
ENSMUSG00000100457	D830032E09Rik
ENSMUSG00000100463	Gm28848
ENSMUSG00000100465	Gm29264
ENSMUSG00000100472	Gm28918
ENSMUSG00000100473	Gm21804
ENSMUSG00000100484	Gm7133
ENSMUSG00000100486	Gm4131
ENSMUSG00000100487	1700072B07Rik
ENSMUSG00000100511	1700111N16Rik
ENSMUSG00000100518	4930440C22Rik
ENSMUSG00000100519	Gm20801
ENSMUSG00000100528	Gm28881
ENSMUSG00000100529	Gm19261
ENSMUSG00000100538	Gm28340
ENSMUSG00000100539	Gm20913
ENSMUSG00000100550	2310039L15Rik
ENSMUSG00000100552	Gm29019
ENSMUSG00000100557	1700029E06Rik
ENSMUSG00000100558	1700025F24Rik
ENSMUSG00000100573	1700081H04Rik
ENSMUSG00000100575	Gm21489
ENSMUSG00000100580	4933436I20Rik
ENSMUSG00000100585	1700108J01Rik
ENSMUSG00000100593	1700119H24Rik
ENSMUSG00000100594	2810414N06Rik
ENSMUSG00000100596	Gm29502
ENSMUSG00000100599	1700120C14Rik
ENSMUSG00000100600	A230077H06Rik
ENSMUSG00000100603	1700129L04Rik
ENSMUSG00000100608	Gm21996
ENSMUSG00000100611	Gm21247
ENSMUSG00000100616	Gm28076
ENSMUSG00000100625	1700016G22Rik
ENSMUSG00000100626	H2al1a
ENSMUSG00000100634	Gm28171
ENSMUSG00000100636	Gm3551
ENSMUSG00000100637	Gm20819
ENSMUSG00000100648	Gm28659
ENSMUSG00000100655	Gm21462
ENSMUSG00000100661	Gm29471
ENSMUSG00000100666	1700007F19Rik
ENSMUSG00000100668	1700083H02Rik
ENSMUSG00000100669	Gm21111
ENSMUSG00000100680	1810044D09Rik
ENSMUSG00000100683	Gm28186
ENSMUSG00000100684	Gm20268
ENSMUSG00000100691	2010320M18Rik
ENSMUSG00000100698	Gm20902
ENSMUSG00000100699	Gm21765
ENSMUSG00000100710	Gm29197
ENSMUSG00000100717	1700120G07Rik
ENSMUSG00000100721	Gm9271
ENSMUSG00000100727	1700003P14Rik
ENSMUSG00000100728	Gm29431
ENSMUSG00000100732	Topbp1-ps2
ENSMUSG00000100733	4932411K12Rik
ENSMUSG00000100741	Gm28814
ENSMUSG00000100747	1700084E18Rik
ENSMUSG00000100759	1700029B22Rik
ENSMUSG00000100760	Gm4035
ENSMUSG00000100763	Gm28777
ENSMUSG00000100768	Gm29055
ENSMUSG00000100769	Gm28893
ENSMUSG00000100777	4930598F16Rik
ENSMUSG00000100785	Gm29333
ENSMUSG00000100789	Gm29508
ENSMUSG00000100794	Gm29667
ENSMUSG00000100795	Gm29208
ENSMUSG00000100798	Gm19589
ENSMUSG00000100800	Gm21301
ENSMUSG00000100813	Gm28874
ENSMUSG00000100818	Gm21287
ENSMUSG00000100826	Snhg14
ENSMUSG00000100837	1700063D05Rik
ENSMUSG00000100841	Gm21115
ENSMUSG00000100845	Gm28770
ENSMUSG00000100850	4930434B07Rik
ENSMUSG00000100857	1700041M19Rik
ENSMUSG00000100863	Gm12669
ENSMUSG00000100872	1700065J18Rik
ENSMUSG00000100876	2810454H06Rik
ENSMUSG00000100882	Gm20849
ENSMUSG00000100892	Gm20897
ENSMUSG00000100901	Gm18829
ENSMUSG00000100905	Gm28075
ENSMUSG00000100911	1700027F09Rik
ENSMUSG00000100916	Lhb
ENSMUSG00000100927	Gm28536
ENSMUSG00000100936	Gm28865
ENSMUSG00000100937	1700020D05Rik
ENSMUSG00000100954	Gm10138
ENSMUSG00000100959	Gm7654
ENSMUSG00000100964	Gm29503
ENSMUSG00000100967	Gm29666
ENSMUSG00000100969	1700030N03Rik
ENSMUSG00000100978	Gm20912
ENSMUSG00000100981	Gm29072
ENSMUSG00000100991	Gm21856
ENSMUSG00000100994	Gm21333
ENSMUSG00000101005	Gm20871
ENSMUSG00000101007	Gm29541
ENSMUSG00000101009	1700108F19Rik
ENSMUSG00000101012	1700008K24Rik
ENSMUSG00000101017	Gm21658
ENSMUSG00000101037	Gm28424
ENSMUSG00000101042	Gm28167
ENSMUSG00000101051	1700100L14Rik
ENSMUSG00000101055	Gm28443
ENSMUSG00000101056	Gm28329
ENSMUSG00000101059	Gm4017
ENSMUSG00000101062	Gm28821
ENSMUSG00000101067	Gm29007
ENSMUSG00000101082	Gm28069
ENSMUSG00000101108	Gm29038
ENSMUSG00000101112	Gm29185
ENSMUSG00000101113	1700025B11Rik
ENSMUSG00000101124	Gm28371
ENSMUSG00000101126	Gm10538
ENSMUSG00000101133	Gm29050
ENSMUSG00000101142	Gm28142
ENSMUSG00000101146	Gm20814
ENSMUSG00000101153	4933404I11Rik
ENSMUSG00000101155	Sly
ENSMUSG00000101162	Gm26728
ENSMUSG00000101166	Gm28496
ENSMUSG00000101167	H2afy3
ENSMUSG00000101179	Gm29455
ENSMUSG00000101188	Eif4a-ps4
ENSMUSG00000101189	1700029M03Rik
ENSMUSG00000101195	Gm9239
ENSMUSG00000101196	Gm6866
ENSMUSG00000101223	4930568A12Rik
ENSMUSG00000101224	Gm28209
ENSMUSG00000101225	1700008J07Rik
ENSMUSG00000101227	Gm29506
ENSMUSG00000101234	1700007E05Rik
ENSMUSG00000101243	Gm28919
ENSMUSG00000101258	Gm29477
ENSMUSG00000101261	1700109I08Rik
ENSMUSG00000101275	1700012E03Rik
ENSMUSG00000101307	Gm7358
ENSMUSG00000101314	Gm29663
ENSMUSG00000101331	Gm28148
ENSMUSG00000101334	1700028M03Rik
ENSMUSG00000101335	Gm28229
ENSMUSG00000101337	Dnah7c
ENSMUSG00000101348	Gm7135
ENSMUSG00000101360	4933417O13Rik
ENSMUSG00000101361	Gm7356
ENSMUSG00000101362	Mrgprb9-ps
ENSMUSG00000101365	Gm19325
ENSMUSG00000101370	Gm29139
ENSMUSG00000101381	Btbd35f16
ENSMUSG00000101396	Gm28510
ENSMUSG00000101404	1700009C05Rik
ENSMUSG00000101409	1700122D07Rik
ENSMUSG00000101434	Gm29211
ENSMUSG00000101454	Gm1988
ENSMUSG00000101464	Gm7436
ENSMUSG00000101470	Gm21129
ENSMUSG00000101476	Gm29570
ENSMUSG00000101483	1700016L21Rik
ENSMUSG00000101489	Gm28090
ENSMUSG00000101490	Gm20927
ENSMUSG00000101493	2810405F17Rik
ENSMUSG00000101494	Gm21792
ENSMUSG00000101505	1700109G14Rik
ENSMUSG00000101511	Gm5681
ENSMUSG00000101517	4732465J04Rik
ENSMUSG00000101522	Gm7837
ENSMUSG00000101523	Gm10031
ENSMUSG00000101540	Gm28465
ENSMUSG00000101548	Gm9220
ENSMUSG00000101553	1700049E22Rik
ENSMUSG00000101565	1700003L19Rik
ENSMUSG00000101568	1700040F17Rik
ENSMUSG00000101574	1700112H15Rik
ENSMUSG00000101576	Gm20915
ENSMUSG00000101583	Gm20753
ENSMUSG00000101584	4930519F24Rik
ENSMUSG00000101585	1600010M07Rik
ENSMUSG00000101588	Gm28265
ENSMUSG00000101589	Rbm6-ps1
ENSMUSG00000101600	4930599A14Rik
ENSMUSG00000101603	Gm28730
ENSMUSG00000101605	Ace3
ENSMUSG00000101609	Kcnq1ot1
ENSMUSG00000101615	Gm8495
ENSMUSG00000101619	Gm28436
ENSMUSG00000101625	Gm29371
ENSMUSG00000101634	1700066B17Rik
ENSMUSG00000101636	4930579H20Rik
ENSMUSG00000101643	Gm28307
ENSMUSG00000101651	Gm28402
ENSMUSG00000101655	2310040G24Rik
ENSMUSG00000101657	Gm20864
ENSMUSG00000101670	Gm21470
ENSMUSG00000101674	4930444A19Rik
ENSMUSG00000101683	1700028D13Rik
ENSMUSG00000101693	Gm19461
ENSMUSG00000101695	1700094J05Rik
ENSMUSG00000101702	1700072G22Rik
ENSMUSG00000101704	Gm21878
ENSMUSG00000101707	Gm28916
ENSMUSG00000101708	Gm28453
ENSMUSG00000101709	Gm28337
ENSMUSG00000101710	Gm20922
ENSMUSG00000101718	Gm20862
ENSMUSG00000101727	Gm29495
ENSMUSG00000101741	Gm28055
ENSMUSG00000101755	Gm29507
ENSMUSG00000101762	1700047L14Rik
ENSMUSG00000101764	4930556G22Rik
ENSMUSG00000101773	2210420H20Rik
ENSMUSG00000101776	Gm28268
ENSMUSG00000101787	Gm20853
ENSMUSG00000101788	Gm20813
ENSMUSG00000101792	Gm28447
ENSMUSG00000101801	1700020G17Rik
ENSMUSG00000101818	Gm28269
ENSMUSG00000101819	H2al1b
ENSMUSG00000101825	Gm21806
ENSMUSG00000101837	Gm20810
ENSMUSG00000101838	Gm18800
ENSMUSG00000101848	4933417E11Rik
ENSMUSG00000101854	1700026F02Rik
ENSMUSG00000101855	1700010N08Rik
ENSMUSG00000101856	1700096K18Rik
ENSMUSG00000101871	Gm28389
ENSMUSG00000101875	Gm6028
ENSMUSG00000101888	1700025H01Rik
ENSMUSG00000101891	Gm29132
ENSMUSG00000101892	9130401M01Rik
ENSMUSG00000101894	1700016P04Rik
ENSMUSG00000101896	Gm6244
ENSMUSG00000101905	4930439D14Rik
ENSMUSG00000101912	1700052I22Rik
ENSMUSG00000101915	Gm28102
ENSMUSG00000101925	Gm28156
ENSMUSG00000101928	Gm20824
ENSMUSG00000101963	1700001J11Rik
ENSMUSG00000101968	1700027A15Rik
ENSMUSG00000101969	Gm20125
ENSMUSG00000101970	1810026B05Rik
ENSMUSG00000101977	Gm28846
ENSMUSG00000101992	Gm29249
ENSMUSG00000102000	1700006H21Rik
ENSMUSG00000102004	4933402C06Rik
ENSMUSG00000102009	4933400F21Rik
ENSMUSG00000102017	Gm6124
ENSMUSG00000102018	K230010J24Rik
ENSMUSG00000102037	Bcl2a1a
ENSMUSG00000102039	Gm20788
ENSMUSG00000102045	Gm21294
ENSMUSG00000102052	Gm28387
ENSMUSG00000102069	1700012I11Rik
ENSMUSG00000102072	Gm29551
ENSMUSG00000102073	Gm6818
ENSMUSG00000102080	Gm5092
ENSMUSG00000102084	Gm29638
ENSMUSG00000102096	1700101O22Rik
ENSMUSG00000102099	1700011B04Rik
ENSMUSG00000102101	Zbtb11os1
ENSMUSG00000102112	1810041H14Rik
ENSMUSG00000102114	BC048559
ENSMUSG00000102131	Gm21160
ENSMUSG00000102132	Gm21813
ENSMUSG00000102133	Gm37106
ENSMUSG00000102136	Gm37107
ENSMUSG00000102139	Gm37109
ENSMUSG00000102144	4930429P21Rik
ENSMUSG00000102151	Gm37472
ENSMUSG00000102163	Gm36945
ENSMUSG00000102166	Gm36947
ENSMUSG00000102174	Gm36398
ENSMUSG00000102187	Gm7897
ENSMUSG00000102203	4930412E21Rik
ENSMUSG00000102211	Gm37490
ENSMUSG00000102212	C230085N15Rik
ENSMUSG00000102230	Gm31335
ENSMUSG00000102231	1700074A21Rik
ENSMUSG00000102236	Gm37887
ENSMUSG00000102241	Gm37716
ENSMUSG00000102244	Gm37714
ENSMUSG00000102246	9430037O13Rik
ENSMUSG00000102249	4930423C22Rik
ENSMUSG00000102252	Snrpn
ENSMUSG00000102255	Gm36891
ENSMUSG00000102263	Gm31415
ENSMUSG00000102280	Gm36999
ENSMUSG00000102286	Gm37004
ENSMUSG00000102287	Gm37003
ENSMUSG00000102291	Gm37542
ENSMUSG00000102302	Gm38190
ENSMUSG00000102312	Pcdha3
ENSMUSG00000102324	Gm19721
ENSMUSG00000102353	Gm38345
ENSMUSG00000102356	1700047N06Rik
ENSMUSG00000102362	4930509J09Rik
ENSMUSG00000102385	Gm38144
ENSMUSG00000102398	Gm37580
ENSMUSG00000102408	4930568G15Rik
ENSMUSG00000102415	A430110C17Rik
ENSMUSG00000102416	4933424G06Rik
ENSMUSG00000102420	Gm37464
ENSMUSG00000102425	Gm26616
ENSMUSG00000102428	Pcdhga12
ENSMUSG00000102457	Gm38342
ENSMUSG00000102463	1700003N22Rik
ENSMUSG00000102483	Catspere
ENSMUSG00000102491	Gm36986
ENSMUSG00000102493	Gm8010
ENSMUSG00000102496	Gm36989
ENSMUSG00000102526	Gm37785
ENSMUSG00000102529	Gm29740
ENSMUSG00000102531	1110002O04Rik
ENSMUSG00000102536	1700039I01Rik
ENSMUSG00000102543	Pcdhgc5
ENSMUSG00000102545	6430573P05Rik
ENSMUSG00000102550	Gm8276
ENSMUSG00000102555	6430511E19Rik
ENSMUSG00000102558	Gm37571
ENSMUSG00000102562	Gm37694
ENSMUSG00000102570	Gm37968
ENSMUSG00000102571	Gm37967
ENSMUSG00000102594	Gm38381
ENSMUSG00000102597	Gm38382
ENSMUSG00000102602	A930004J17Rik
ENSMUSG00000102636	Gm31466
ENSMUSG00000102644	Thap6
ENSMUSG00000102650	Gm19863
ENSMUSG00000102664	Gm38380
ENSMUSG00000102668	Gm29866
ENSMUSG00000102677	4930535E02Rik
ENSMUSG00000102679	Gm20557
ENSMUSG00000102682	Gm37223
ENSMUSG00000102688	Gm37218
ENSMUSG00000102690	Gm37779
ENSMUSG00000102702	Gm37260
ENSMUSG00000102705	4632432E15Rik
ENSMUSG00000102706	Gm7417
ENSMUSG00000102713	Gm29994
ENSMUSG00000102715	Gm6209
ENSMUSG00000102716	Gm5099
ENSMUSG00000102722	Gm37935
ENSMUSG00000102732	Gm37342
ENSMUSG00000102735	Gm7369
ENSMUSG00000102737	1700016A09Rik
ENSMUSG00000102738	1700006P03Rik
ENSMUSG00000102745	Gm37600
ENSMUSG00000102748	Pcdhgb2
ENSMUSG00000102758	Naaladl2
ENSMUSG00000102762	4930403P22Rik
ENSMUSG00000102766	Gm6420
ENSMUSG00000102774	Gm9748
ENSMUSG00000102776	Gm38162
ENSMUSG00000102778	Gm38165
ENSMUSG00000102816	Gm37814
ENSMUSG00000102817	Gm6185
ENSMUSG00000102819	Gm37817
ENSMUSG00000102824	Pdcd5-ps
ENSMUSG00000102826	Gm38181
ENSMUSG00000102827	Gm8242
ENSMUSG00000102833	Gm9694
ENSMUSG00000102834	1700029B24Rik
ENSMUSG00000102837	Gm37383
ENSMUSG00000102840	Gm38037
ENSMUSG00000102852	Gm37083
ENSMUSG00000102865	Gm9839
ENSMUSG00000102869	2900097C17Rik
ENSMUSG00000102880	4930517J16Rik
ENSMUSG00000102881	Gm3807
ENSMUSG00000102882	Gm2065
ENSMUSG00000102886	Gm30667
ENSMUSG00000102909	Gm2453
ENSMUSG00000102923	Gm31728
ENSMUSG00000102925	Gm37150
ENSMUSG00000102936	Gm35584
ENSMUSG00000102956	Gm37017
ENSMUSG00000102963	Gm37945
ENSMUSG00000102964	9430034N14Rik
ENSMUSG00000102965	Gm20926
ENSMUSG00000102976	Zc3h11a
ENSMUSG00000102979	Gm37350
ENSMUSG00000102997	Gm17244
ENSMUSG00000103006	4933417C20Rik
ENSMUSG00000103009	Gm4430_2
ENSMUSG00000103011	Gm8860
ENSMUSG00000103026	Gm31326
ENSMUSG00000103030	E330011M16Rik
ENSMUSG00000103034	Gm8797
ENSMUSG00000103041	Gm37305
ENSMUSG00000103074	Gm20925
ENSMUSG00000103081	Pcdhgb8
ENSMUSG00000103083	A630035G10Rik
ENSMUSG00000103088	Pcdhgb6
ENSMUSG00000103112	Gm38016
ENSMUSG00000103115	Gm37584
ENSMUSG00000103122	Gm37391
ENSMUSG00000103136	Gm37980
ENSMUSG00000103139	Gm37982
ENSMUSG00000103144	Pcdhga1
ENSMUSG00000103149	AA914427
ENSMUSG00000103158	Gm31925
ENSMUSG00000103165	Gm37560
ENSMUSG00000103166	Gm10537
ENSMUSG00000103172	Gm37148
ENSMUSG00000103182	Gm37091
ENSMUSG00000103190	Gm34716
ENSMUSG00000103215	Gm38388
ENSMUSG00000103219	Gm37787
ENSMUSG00000103227	Gm37733
ENSMUSG00000103251	Gm37519
ENSMUSG00000103252	Gm37521
ENSMUSG00000103256	Gm37647
ENSMUSG00000103258	Gm37518
ENSMUSG00000103294	Gm38233
ENSMUSG00000103301	Gm37804
ENSMUSG00000103310	Pcdha12
ENSMUSG00000103312	Gm6677
ENSMUSG00000103328	Gm37406
ENSMUSG00000103341	1700051O22Rik
ENSMUSG00000103343	Gm37052
ENSMUSG00000103349	Gm36888
ENSMUSG00000103357	Gm7804
ENSMUSG00000103370	Gm37178
ENSMUSG00000103373	Gm37238
ENSMUSG00000103382	Gm37755
ENSMUSG00000103387	1700030I03Rik
ENSMUSG00000103400	Gm15853
ENSMUSG00000103408	Gm37933
ENSMUSG00000103409	Lsmem2
ENSMUSG00000103415	Gm37339
ENSMUSG00000103435	Gm36992
ENSMUSG00000103442	Pcdha1
ENSMUSG00000103452	1700008A23Rik
ENSMUSG00000103463	1700063I16Rik
ENSMUSG00000103466	Gm37247
ENSMUSG00000103478	4930433J02Rik
ENSMUSG00000103499	Gm6558
ENSMUSG00000103503	1700023G09Rik
ENSMUSG00000103504	Gm38390
ENSMUSG00000103513	Gm34780
ENSMUSG00000103520	1110025M09Rik
ENSMUSG00000103523	2210017I01Rik
ENSMUSG00000103530	Gm37839
ENSMUSG00000103542	Gm34768
ENSMUSG00000103545	1700012J22Rik
ENSMUSG00000103556	Gm38215
ENSMUSG00000103570	C630004M23Rik
ENSMUSG00000103574	Gm37116
ENSMUSG00000103586	5830405F06Rik
ENSMUSG00000103593	Gm37352
ENSMUSG00000103594	A430034D21Rik
ENSMUSG00000103603	Gm37020
ENSMUSG00000103608	4930442P19Rik
ENSMUSG00000103616	1700018A14Rik
ENSMUSG00000103620	Gm37359
ENSMUSG00000103632	Gm38329
ENSMUSG00000103638	Gm38327
ENSMUSG00000103649	Gm37768
ENSMUSG00000103668	Gm38186
ENSMUSG00000103677	Pcdhga4
ENSMUSG00000103680	Gm37072
ENSMUSG00000103692	4930503O07Rik
ENSMUSG00000103697	Gm38020
ENSMUSG00000103705	4930518J20Rik
ENSMUSG00000103706	6820402A03Rik
ENSMUSG00000103708	Gm33222
ENSMUSG00000103715	4933431K14Rik
ENSMUSG00000103718	Gm35299
ENSMUSG00000103723	Gm37095
ENSMUSG00000103725	Gm7103
ENSMUSG00000103734	Gm37651
ENSMUSG00000103739	Gm37653
ENSMUSG00000103741	Gm38241
ENSMUSG00000103744	Gm38238
ENSMUSG00000103746	1700001G17Rik
ENSMUSG00000103761	Gm37859
ENSMUSG00000103766	Gm38392
ENSMUSG00000103775	Gm36997
ENSMUSG00000103785	Gm35025
ENSMUSG00000103794	4930590H14Rik
ENSMUSG00000103811	Gm38004
ENSMUSG00000103827	Gm32950
ENSMUSG00000103831	Gm37608
ENSMUSG00000103839	Gm37607
ENSMUSG00000103840	1700040K01Rik
ENSMUSG00000103844	4933436E23Rik
ENSMUSG00000103845	Gm19026
ENSMUSG00000103851	Gm37606
ENSMUSG00000103858	Gm37604
ENSMUSG00000103869	Gm37420
ENSMUSG00000103878	Gm8197
ENSMUSG00000103880	Gm37009
ENSMUSG00000103883	Gm37010
ENSMUSG00000103887	Gm37008
ENSMUSG00000103898	Gm30238
ENSMUSG00000103914	Gm38073
ENSMUSG00000103921	Gm5841
ENSMUSG00000103923	Gm37896
ENSMUSG00000103925	B230112G18Rik
ENSMUSG00000103935	AY702102
ENSMUSG00000103942	Gm34732
ENSMUSG00000103945	Gm38228
ENSMUSG00000103948	4930594C11Rik
ENSMUSG00000103951	Gm37269
ENSMUSG00000103961	Gm36388
ENSMUSG00000103963	Gm30932
ENSMUSG00000103976	Gm37677
ENSMUSG00000103983	Gm20045
ENSMUSG00000103986	Gm5539
ENSMUSG00000103989	Ighv5-21
ENSMUSG00000103993	Gm38030
ENSMUSG00000104004	4930565D16Rik
ENSMUSG00000104010	Gm37366
ENSMUSG00000104011	Gm32391
ENSMUSG00000104012	Gm37364
ENSMUSG00000104014	4930562F17Rik
ENSMUSG00000104016	Gm37362
ENSMUSG00000104031	Gm17771
ENSMUSG00000104035	Gm37774
ENSMUSG00000104043	Gm6525
ENSMUSG00000104055	Gm38132
ENSMUSG00000104060	Gm37954
ENSMUSG00000104061	Gm37953
ENSMUSG00000104063	Pcdhgb7
ENSMUSG00000104072	4930448I06Rik
ENSMUSG00000104093	A330015K06Rik
ENSMUSG00000104111	Gm37294
ENSMUSG00000104116	Gm37296
ENSMUSG00000104117	Gm20743
ENSMUSG00000104121	Gm37485
ENSMUSG00000104133	4921511E07Rik
ENSMUSG00000104142	Gm37141
ENSMUSG00000104148	Pcdha2
ENSMUSG00000104168	Gm38250
ENSMUSG00000104169	Gm7430
ENSMUSG00000104183	1700054O19Rik
ENSMUSG00000104186	Gm37819
ENSMUSG00000104188	Gm37821
ENSMUSG00000104195	B230377A18Rik
ENSMUSG00000104199	4930420N18Rik
ENSMUSG00000104201	4930535G08Rik
ENSMUSG00000104206	Gm32250
ENSMUSG00000104213	Ighd
ENSMUSG00000104218	Gm9134
ENSMUSG00000104220	4930578I07Rik
ENSMUSG00000104222	Gm7292
ENSMUSG00000104225	4930517L18Rik
ENSMUSG00000104236	4930533L02Rik
ENSMUSG00000104238	Gm37587
ENSMUSG00000104245	Gm38155
ENSMUSG00000104247	Gm21768
ENSMUSG00000104255	Gm37172
ENSMUSG00000104256	Gm37173
ENSMUSG00000104275	Gm37867
ENSMUSG00000104279	Gm38300
ENSMUSG00000104280	Rps2-ps11
ENSMUSG00000104283	Gm37459
ENSMUSG00000104291	A130071D04Rik
ENSMUSG00000104295	Gm6197
ENSMUSG00000104312	Gm37912
ENSMUSG00000104328	Gm37323
ENSMUSG00000104346	Pcdhga3
ENSMUSG00000104365	4930470B04Rik
ENSMUSG00000104366	4933409D19Rik
ENSMUSG00000104380	4933436F18Rik
ENSMUSG00000104394	Gm37254
ENSMUSG00000104415	Gm37069
ENSMUSG00000104417	Gm37068
ENSMUSG00000104435	Gm37422
ENSMUSG00000104441	Gm35801
ENSMUSG00000104453	Gm37829
ENSMUSG00000104461	Gm37662
ENSMUSG00000104488	Gm38062
ENSMUSG00000104499	Gm30353
ENSMUSG00000104503	Gm37738
ENSMUSG00000104515	Gm37163
ENSMUSG00000104529	Rbakdn
ENSMUSG00000104531	Gm43731
ENSMUSG00000104538	1700016B01Rik
ENSMUSG00000104540	Gm3527
ENSMUSG00000104548	Gm43857
ENSMUSG00000104563	Gm43041
ENSMUSG00000104570	Gm44463
ENSMUSG00000104585	4921511C10Rik
ENSMUSG00000104586	4921539H07Rik
ENSMUSG00000104588	Gm43666
ENSMUSG00000104592	Gm42721
ENSMUSG00000104597	B230334C09Rik
ENSMUSG00000104600	Dmrt1i
ENSMUSG00000104606	Gm43409
ENSMUSG00000104614	Fbxw27
ENSMUSG00000104617	Gm43356
ENSMUSG00000104638	4930568A13Rik
ENSMUSG00000104659	Gm43619
ENSMUSG00000104675	Gm43689
ENSMUSG00000104681	Gm43001
ENSMUSG00000104684	5430427N15Rik
ENSMUSG00000104703	4921521D15Rik
ENSMUSG00000104705	4930405N21Rik
ENSMUSG00000104708	Gm42503
ENSMUSG00000104717	Gm33969
ENSMUSG00000104718	Gm31752
ENSMUSG00000104719	4933437G19Rik
ENSMUSG00000104728	Gm42462
ENSMUSG00000104748	Gm43592
ENSMUSG00000104749	Gm42926
ENSMUSG00000104752	Gm5565
ENSMUSG00000104753	Gm35172
ENSMUSG00000104776	Gm43691
ENSMUSG00000104778	Gm43476
ENSMUSG00000104784	Gm42984
ENSMUSG00000104795	Gm42783
ENSMUSG00000104800	Gm36017
ENSMUSG00000104807	Gm42865
ENSMUSG00000104814	Gm42979
ENSMUSG00000104819	4930515G16Rik
ENSMUSG00000104823	Gm43182
ENSMUSG00000104824	Gm21663
ENSMUSG00000104825	Gm40330
ENSMUSG00000104834	Gm8861
ENSMUSG00000104839	Gm42794
ENSMUSG00000104840	Mir7230
ENSMUSG00000104845	1700041I07Rik
ENSMUSG00000104847	Gm43177
ENSMUSG00000104852	Gm43201
ENSMUSG00000104860	Gm42510
ENSMUSG00000104872	1700008B11Rik
ENSMUSG00000104876	Trdc
ENSMUSG00000104900	4930596I21Rik
ENSMUSG00000104908	1700015C17Rik
ENSMUSG00000104916	Gm42830
ENSMUSG00000104925	Gm43061
ENSMUSG00000104932	Gm40323
ENSMUSG00000104943	Gm42868
ENSMUSG00000104956	4930429D17Rik
ENSMUSG00000104960	Snhg8
ENSMUSG00000104964	4930597L12Rik
ENSMUSG00000104970	Gm43137
ENSMUSG00000104972	Gm19931
ENSMUSG00000104973	A530041M06Rik
ENSMUSG00000104980	4930573I07Rik
ENSMUSG00000104982	Gm32554
ENSMUSG00000104986	1600023N17Rik
ENSMUSG00000104993	Gm43510
ENSMUSG00000104999	4930477O15Rik
ENSMUSG00000105000	Gm43616
ENSMUSG00000105003	Gm40055
ENSMUSG00000105006	Gm9484
ENSMUSG00000105021	Gm8234
ENSMUSG00000105023	1700012D16Rik
ENSMUSG00000105031	Gm3511
ENSMUSG00000105039	Gm32585
ENSMUSG00000105052	Gm21655
ENSMUSG00000105057	Gm40190
ENSMUSG00000105065	Gm42513
ENSMUSG00000105071	Gm43336
ENSMUSG00000105074	Gm43818
ENSMUSG00000105075	Mark1-ps2
ENSMUSG00000105076	A930003O13Rik
ENSMUSG00000105078	Gm35911
ENSMUSG00000105097	Gm42133
ENSMUSG00000105107	Gm43412
ENSMUSG00000105128	Gm42870
